|dates|Hardin_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Hardin_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Hardin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Hardin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Hardin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Hardin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|73.0|0|2.0|0|0.0|0
0|2020-05-18|84.0|0|2.0|0|0.0|0
0|2020-05-19|85.0|0|2.0|0|0.0|0
0|2020-05-20|88.0|0|2.0|0|0.0|0
0|2020-05-21|88.0|0|2.0|0|0.0|0
0|2020-05-22|90.0|0|2.0|0|0.0|0
0|2020-05-23|90.0|0|2.0|0|0.0|0
