|dates|Ottawa_Michigan_UnitedStates.JHU_ConfirmedCases.data|Ottawa_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Ottawa_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Ottawa_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Ottawa_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Ottawa_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|696.0|0|26.0|0|0.0|0
0|2020-05-25|709.0|0|27.0|0|0.0|0
0|2020-05-26|709.0|0|27.0|0|0.0|0
