|dates|Mahoning_Ohio_UnitedStates.JHU_ConfirmedCases.data|Mahoning_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Mahoning_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Mahoning_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Mahoning_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Mahoning_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1174.0|0|138.0|0|0.0|0
0|2020-05-15|1185.0|0|145.0|0|0.0|0
0|2020-05-16|1185.0|0|145.0|0|0.0|0
