|dates|Klamath_Oregon_UnitedStates.JHU_ConfirmedCases.data|Klamath_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Klamath_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Klamath_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Klamath_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Klamath_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|41.0|0|0.0|0|0.0|0
0|2020-05-28|41.0|0|0.0|0|0.0|0
0|2020-05-29|41.0|0|0.0|0|0.0|0
0|2020-05-30|41.0|0|0.0|0|0.0|0
