|dates|Rockdale_Georgia_UnitedStates.JHU_ConfirmedCases.data|Rockdale_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Rockdale_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Rockdale_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Rockdale_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Rockdale_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|249.0|0|7.0|0|0.0|0
0|2020-05-18|250.0|0|7.0|0|0.0|0
0|2020-05-19|252.0|0|8.0|0|0.0|0
0|2020-05-20|251.0|0|9.0|0|0.0|0
0|2020-05-21|254.0|0|9.0|0|0.0|0
0|2020-05-22|257.0|0|9.0|0|0.0|0
0|2020-05-23|257.0|0|9.0|0|0.0|0
