|dates|Oldham_Texas_UnitedStates.JHU_ConfirmedCases.data|Oldham_Texas_UnitedStates.JHU_ConfirmedCases.missing|Oldham_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Oldham_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Oldham_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Oldham_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|3.0|0|1.0|0|0.0|0
0|2020-05-28|3.0|0|1.0|0|0.0|0
0|2020-05-29|3.0|0|1.0|0|0.0|0
0|2020-05-30|3.0|0|1.0|0|0.0|0
