|dates|Ventura_California_UnitedStates.JHU_ConfirmedCases.data|Ventura_California_UnitedStates.JHU_ConfirmedCases.missing|Ventura_California_UnitedStates.JHU_ConfirmedDeaths.data|Ventura_California_UnitedStates.JHU_ConfirmedDeaths.missing|Ventura_California_UnitedStates.JHU_ConfirmedRecoveries.data|Ventura_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|764.0|0|25.0|0|0.0|0
0|2020-05-18|764.0|0|25.0|0|0.0|0
0|2020-05-19|825.0|0|25.0|0|0.0|0
0|2020-05-20|837.0|0|28.0|0|0.0|0
0|2020-05-21|858.0|0|29.0|0|0.0|0
0|2020-05-22|883.0|0|29.0|0|0.0|0
0|2020-05-23|883.0|0|29.0|0|0.0|0
