|dates|Livingston_Michigan_UnitedStates.JHU_ConfirmedCases.data|Livingston_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Livingston_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Livingston_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Livingston_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Livingston_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|385.0|0|25.0|0|0.0|0
0|2020-05-18|386.0|0|25.0|0|0.0|0
0|2020-05-19|385.0|0|26.0|0|0.0|0
0|2020-05-20|387.0|0|26.0|0|0.0|0
0|2020-05-21|389.0|0|26.0|0|0.0|0
0|2020-05-22|390.0|0|26.0|0|0.0|0
0|2020-05-23|390.0|0|26.0|0|0.0|0
