|dates|Plumas_California_UnitedStates.JHU_ConfirmedCases.data|Plumas_California_UnitedStates.JHU_ConfirmedCases.missing|Plumas_California_UnitedStates.JHU_ConfirmedDeaths.data|Plumas_California_UnitedStates.JHU_ConfirmedDeaths.missing|Plumas_California_UnitedStates.JHU_ConfirmedRecoveries.data|Plumas_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
