|dates|Crittenden_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Crittenden_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Crittenden_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Crittenden_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Crittenden_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Crittenden_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|301.0|0|9.0|0|0.0|0
0|2020-05-28|301.0|0|9.0|0|0.0|0
0|2020-05-29|301.0|0|9.0|0|0.0|0
0|2020-05-30|301.0|0|9.0|0|0.0|0
