|dates|Ottawa_Kansas_UnitedStates.JHU_ConfirmedCases.data|Ottawa_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Ottawa_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Ottawa_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Ottawa_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Ottawa_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
