|dates|Clarke_Virginia_UnitedStates.JHU_ConfirmedCases.data|Clarke_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Clarke_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Clarke_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Clarke_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Clarke_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|23.0|0|0.0|0|0.0|0
0|2020-05-28|23.0|0|0.0|0|0.0|0
0|2020-05-29|23.0|0|0.0|0|0.0|0
0|2020-05-30|23.0|0|0.0|0|0.0|0
