|dates|McCracken_Kentucky_UnitedStates.JHU_ConfirmedCases.data|McCracken_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|McCracken_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|McCracken_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|McCracken_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|McCracken_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|89.0|0|2.0|0|0.0|0
0|2020-05-28|89.0|0|2.0|0|0.0|0
0|2020-05-29|89.0|0|2.0|0|0.0|0
0|2020-05-30|89.0|0|2.0|0|0.0|0
