|dates|McLeod_Minnesota_UnitedStates.JHU_ConfirmedCases.data|McLeod_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|McLeod_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|McLeod_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|McLeod_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|McLeod_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|15.0|0|0.0|0|0.0|0
0|2020-05-15|15.0|0|0.0|0|0.0|0
0|2020-05-16|15.0|0|0.0|0|0.0|0
