|dates|Owyhee_Idaho_UnitedStates.JHU_ConfirmedCases.data|Owyhee_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Owyhee_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Owyhee_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Owyhee_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Owyhee_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|0.0|0|0.0|0
0|2020-05-25|8.0|0|0.0|0|0.0|0
0|2020-05-26|8.0|0|0.0|0|0.0|0
