|dates|Cumberland_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Cumberland_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Cumberland_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Cumberland_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Cumberland_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Cumberland_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|87.0|0|1.0|0|0.0|0
0|2020-05-15|88.0|0|1.0|0|0.0|0
0|2020-05-16|88.0|0|1.0|0|0.0|0
