|dates|Polk_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Polk_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Polk_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|58.0|0|2.0|0|0.0|0
0|2020-05-25|59.0|0|2.0|0|0.0|0
0|2020-05-26|59.0|0|2.0|0|0.0|0
