|dates|St.Charles_Missouri_UnitedStates.JHU_ConfirmedCases.data|St.Charles_Missouri_UnitedStates.JHU_ConfirmedCases.missing|St.Charles_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|St.Charles_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|St.Charles_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|St.Charles_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|755.0|0|54.0|0|0.0|0
0|2020-05-28|755.0|0|54.0|0|0.0|0
0|2020-05-29|755.0|0|54.0|0|0.0|0
0|2020-05-30|755.0|0|54.0|0|0.0|0
