|dates|Ramsey_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Ramsey_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Ramsey_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Ramsey_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Ramsey_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Ramsey_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|7.0|0|0.0|0|0.0|0
0|2020-05-15|7.0|0|0.0|0|0.0|0
0|2020-05-16|7.0|0|0.0|0|0.0|0
