|dates|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2721.0|0|24.0|0|0.0|0
0|2020-05-15|2721.0|0|24.0|0|0.0|0
0|2020-05-16|2721.0|0|24.0|0|0.0|0
