|dates|Harrison_Indiana_UnitedStates.JHU_ConfirmedCases.data|Harrison_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|170.0|0|15.0|0|0.0|0
0|2020-05-18|173.0|0|16.0|0|0.0|0
0|2020-05-19|174.0|0|18.0|0|0.0|0
0|2020-05-20|175.0|0|19.0|0|0.0|0
0|2020-05-21|178.0|0|20.0|0|0.0|0
0|2020-05-22|179.0|0|20.0|0|0.0|0
0|2020-05-23|179.0|0|20.0|0|0.0|0
