|dates|Broome_NewYork_UnitedStates.JHU_ConfirmedCases.data|Broome_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Broome_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Broome_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Broome_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Broome_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|501.0|0|32.0|0|0.0|0
0|2020-05-25|519.0|0|44.0|0|0.0|0
0|2020-05-26|519.0|0|44.0|0|0.0|0
