|dates|Marin_California_UnitedStates.JHU_ConfirmedCases.data|Marin_California_UnitedStates.JHU_ConfirmedCases.missing|Marin_California_UnitedStates.JHU_ConfirmedDeaths.data|Marin_California_UnitedStates.JHU_ConfirmedDeaths.missing|Marin_California_UnitedStates.JHU_ConfirmedRecoveries.data|Marin_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|317.0|0|14.0|0|0.0|0
0|2020-05-18|317.0|0|14.0|0|0.0|0
0|2020-05-19|336.0|0|14.0|0|0.0|0
0|2020-05-20|343.0|0|14.0|0|0.0|0
0|2020-05-21|343.0|0|14.0|0|0.0|0
0|2020-05-22|352.0|0|14.0|0|0.0|0
0|2020-05-23|352.0|0|14.0|0|0.0|0
