|dates|Habersham_Georgia_UnitedStates.JHU_ConfirmedCases.data|Habersham_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Habersham_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Habersham_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Habersham_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Habersham_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|511.0|0|19.0|0|0.0|0
0|2020-05-28|511.0|0|19.0|0|0.0|0
0|2020-05-29|511.0|0|19.0|0|0.0|0
0|2020-05-30|511.0|0|19.0|0|0.0|0
