|dates|Harris_Texas_UnitedStates.JHU_ConfirmedCases.data|Harris_Texas_UnitedStates.JHU_ConfirmedCases.missing|Harris_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Harris_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Harris_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Harris_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|9465.0|0|204.0|0|0.0|0
0|2020-05-18|9635.0|0|205.0|0|0.0|0
0|2020-05-19|9859.0|0|207.0|0|0.0|0
0|2020-05-20|10095.0|0|210.0|0|0.0|0
0|2020-05-21|10283.0|0|216.0|0|0.0|0
0|2020-05-22|10526.0|0|217.0|0|0.0|0
0|2020-05-23|10526.0|0|217.0|0|0.0|0
