|dates|Franklin_NewYork_UnitedStates.JHU_ConfirmedCases.data|Franklin_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Franklin_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|17.0|0|0.0|0|0.0|0
0|2020-05-15|17.0|0|0.0|0|0.0|0
0|2020-05-16|17.0|0|0.0|0|0.0|0
