|dates|Clark_Nevada_UnitedStates.JHU_ConfirmedCases.data|Clark_Nevada_UnitedStates.JHU_ConfirmedCases.missing|Clark_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5366.0|0|296.0|0|0.0|0
0|2020-05-18|5463.0|0|296.0|0|0.0|0
0|2020-05-19|5463.0|0|296.0|0|0.0|0
0|2020-05-20|5650.0|0|314.0|0|0.0|0
0|2020-05-21|5734.0|0|320.0|0|0.0|0
0|2020-05-22|5815.0|0|322.0|0|0.0|0
0|2020-05-23|5815.0|0|322.0|0|0.0|0
