|dates|Levy_Florida_UnitedStates.JHU_ConfirmedCases.data|Levy_Florida_UnitedStates.JHU_ConfirmedCases.missing|Levy_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Levy_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Levy_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Levy_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|22.0|0|0.0|0|0.0|0
0|2020-05-15|24.0|0|0.0|0|0.0|0
0|2020-05-16|24.0|0|0.0|0|0.0|0
