|dates|LasAnimas_Colorado_UnitedStates.JHU_ConfirmedCases.data|LasAnimas_Colorado_UnitedStates.JHU_ConfirmedCases.missing|LasAnimas_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|LasAnimas_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|LasAnimas_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|LasAnimas_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
