|dates|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|112.0|0|2.0|0|0.0|0
0|2020-05-18|113.0|0|2.0|0|0.0|0
0|2020-05-19|115.0|0|2.0|0|0.0|0
0|2020-05-20|117.0|0|2.0|0|0.0|0
0|2020-05-21|119.0|0|2.0|0|0.0|0
0|2020-05-22|122.0|0|2.0|0|0.0|0
0|2020-05-23|122.0|0|2.0|0|0.0|0
