|dates|Rensselaer_NewYork_UnitedStates.JHU_ConfirmedCases.data|Rensselaer_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Rensselaer_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Rensselaer_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Rensselaer_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Rensselaer_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|423.0|0|23.0|0|0.0|0
0|2020-05-15|428.0|0|23.0|0|0.0|0
0|2020-05-16|428.0|0|23.0|0|0.0|0
