|dates|Lyon_Kansas_UnitedStates.JHU_ConfirmedCases.data|Lyon_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Lyon_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Lyon_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Lyon_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Lyon_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|310.0|0|3.0|0|0.0|0
0|2020-05-18|312.0|0|3.0|0|0.0|0
0|2020-05-19|317.0|0|3.0|0|0.0|0
0|2020-05-20|317.0|0|3.0|0|0.0|0
0|2020-05-21|321.0|0|3.0|0|0.0|0
0|2020-05-22|328.0|0|3.0|0|0.0|0
0|2020-05-23|328.0|0|3.0|0|0.0|0
