|dates|Hempstead_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Hempstead_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Hempstead_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Hempstead_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Hempstead_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Hempstead_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|13.0|0|1.0|0|0.0|0
0|2020-05-25|13.0|0|1.0|0|0.0|0
0|2020-05-26|13.0|0|1.0|0|0.0|0
