|dates|Whitley_Indiana_UnitedStates.JHU_ConfirmedCases.data|Whitley_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Whitley_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Whitley_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Whitley_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Whitley_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|34.0|0|2.0|0|0.0|0
0|2020-05-25|39.0|0|2.0|0|0.0|0
0|2020-05-26|39.0|0|2.0|0|0.0|0
