|dates|Coshocton_Ohio_UnitedStates.JHU_ConfirmedCases.data|Coshocton_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Coshocton_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Coshocton_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Coshocton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Coshocton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|19.0|0|0.0|0|0.0|0
0|2020-05-18|20.0|0|0.0|0|0.0|0
0|2020-05-19|21.0|0|0.0|0|0.0|0
0|2020-05-20|22.0|0|0.0|0|0.0|0
0|2020-05-21|22.0|0|0.0|0|0.0|0
0|2020-05-22|23.0|0|0.0|0|0.0|0
0|2020-05-23|23.0|0|0.0|0|0.0|0
