|dates|Webster_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Webster_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Webster_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Webster_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Webster_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Webster_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|136.0|0|6.0|0|0.0|0
0|2020-05-25|139.0|0|6.0|0|0.0|0
0|2020-05-26|139.0|0|6.0|0|0.0|0
