|dates|Talbot_Maryland_UnitedStates.JHU_ConfirmedCases.data|Talbot_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Talbot_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Talbot_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Talbot_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Talbot_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|68.0|0|1.0|0|0.0|0
0|2020-05-18|68.0|0|1.0|0|0.0|0
0|2020-05-19|68.0|0|1.0|0|0.0|0
0|2020-05-20|69.0|0|1.0|0|0.0|0
0|2020-05-21|70.0|0|1.0|0|0.0|0
0|2020-05-22|73.0|0|1.0|0|0.0|0
0|2020-05-23|73.0|0|1.0|0|0.0|0
