|dates|Brown_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Brown_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Brown_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|14.0|0|2.0|0|0.0|0
0|2020-05-28|14.0|0|2.0|0|0.0|0
0|2020-05-29|14.0|0|2.0|0|0.0|0
0|2020-05-30|14.0|0|2.0|0|0.0|0
