|dates|Morrow_Ohio_UnitedStates.JHU_ConfirmedCases.data|Morrow_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Morrow_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Morrow_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Morrow_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Morrow_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|97.0|0|1.0|0|0.0|0
0|2020-05-18|98.0|0|1.0|0|0.0|0
0|2020-05-19|101.0|0|1.0|0|0.0|0
0|2020-05-20|104.0|0|1.0|0|0.0|0
0|2020-05-21|104.0|0|1.0|0|0.0|0
0|2020-05-22|103.0|0|1.0|0|0.0|0
0|2020-05-23|103.0|0|1.0|0|0.0|0
