|dates|St.Lucie_Florida_UnitedStates.JHU_ConfirmedCases.data|St.Lucie_Florida_UnitedStates.JHU_ConfirmedCases.missing|St.Lucie_Florida_UnitedStates.JHU_ConfirmedDeaths.data|St.Lucie_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|St.Lucie_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|St.Lucie_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|323.0|0|27.0|0|0.0|0
0|2020-05-18|334.0|0|27.0|0|0.0|0
0|2020-05-19|337.0|0|28.0|0|0.0|0
0|2020-05-20|336.0|0|28.0|0|0.0|0
0|2020-05-21|349.0|0|28.0|0|0.0|0
0|2020-05-22|363.0|0|28.0|0|0.0|0
0|2020-05-23|363.0|0|28.0|0|0.0|0
