|dates|Lawrence_Indiana_UnitedStates.JHU_ConfirmedCases.data|Lawrence_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Lawrence_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Lawrence_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Lawrence_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Lawrence_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|146.0|0|23.0|0|0.0|0
0|2020-05-28|146.0|0|23.0|0|0.0|0
0|2020-05-29|146.0|0|23.0|0|0.0|0
0|2020-05-30|146.0|0|23.0|0|0.0|0
