|dates|Fulton_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Fulton_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Fulton_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|11.0|0|0.0|0|0.0|0
0|2020-05-15|11.0|0|0.0|0|0.0|0
0|2020-05-16|11.0|0|0.0|0|0.0|0
