|dates|OutofSC_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|OutofSC_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|OutofSC_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|OutofSC_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|OutofSC_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|OutofSC_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
