|dates|St.Helena_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Helena_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Helena_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Helena_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Helena_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Helena_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|41.0|0|1.0|0|0.0|0
0|2020-05-18|41.0|0|1.0|0|0.0|0
0|2020-05-19|41.0|0|1.0|0|0.0|0
0|2020-05-20|42.0|0|1.0|0|0.0|0
0|2020-05-21|43.0|0|1.0|0|0.0|0
0|2020-05-22|44.0|0|1.0|0|0.0|0
0|2020-05-23|44.0|0|1.0|0|0.0|0
