|dates|Augusta_Virginia_UnitedStates.JHU_ConfirmedCases.data|Augusta_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Augusta_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Augusta_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Augusta_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Augusta_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|84.0|0|1.0|0|0.0|0
0|2020-05-18|85.0|0|1.0|0|0.0|0
0|2020-05-19|87.0|0|1.0|0|0.0|0
0|2020-05-20|88.0|0|1.0|0|0.0|0
0|2020-05-21|85.0|0|1.0|0|0.0|0
0|2020-05-22|86.0|0|1.0|0|0.0|0
0|2020-05-23|86.0|0|1.0|0|0.0|0
