|dates|Russell_Alabama_UnitedStates.JHU_ConfirmedCases.data|Russell_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Russell_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Russell_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Russell_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Russell_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|100.0|0|0.0|0|0.0|0
0|2020-05-18|105.0|0|0.0|0|0.0|0
0|2020-05-19|109.0|0|0.0|0|0.0|0
0|2020-05-20|116.0|0|0.0|0|0.0|0
0|2020-05-21|118.0|0|0.0|0|0.0|0
0|2020-05-22|120.0|0|0.0|0|0.0|0
0|2020-05-23|120.0|0|0.0|0|0.0|0
