|dates|Coweta_Georgia_UnitedStates.JHU_ConfirmedCases.data|Coweta_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Coweta_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Coweta_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Coweta_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Coweta_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|280.0|0|4.0|0|0.0|0
0|2020-05-15|282.0|0|4.0|0|0.0|0
0|2020-05-16|282.0|0|4.0|0|0.0|0
