|dates|Washoe_Nevada_UnitedStates.JHU_ConfirmedCases.data|Washoe_Nevada_UnitedStates.JHU_ConfirmedCases.missing|Washoe_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|Washoe_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|Washoe_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|Washoe_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1485.0|0|54.0|0|0.0|0
0|2020-05-28|1485.0|0|54.0|0|0.0|0
0|2020-05-29|1485.0|0|54.0|0|0.0|0
0|2020-05-30|1485.0|0|54.0|0|0.0|0
