|dates|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lawrence_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|74.0|0|8.0|0|0.0|0
0|2020-05-28|74.0|0|8.0|0|0.0|0
0|2020-05-29|74.0|0|8.0|0|0.0|0
0|2020-05-30|74.0|0|8.0|0|0.0|0
