|dates|Bleckley_Georgia_UnitedStates.JHU_ConfirmedCases.data|Bleckley_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Bleckley_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Bleckley_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Bleckley_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Bleckley_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|32.0|0|0.0|0|0.0|0
0|2020-05-15|33.0|0|0.0|0|0.0|0
0|2020-05-16|33.0|0|0.0|0|0.0|0
