|dates|Tioga_NewYork_UnitedStates.JHU_ConfirmedCases.data|Tioga_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Tioga_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Tioga_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Tioga_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Tioga_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|113.0|0|20.0|0|0.0|0
0|2020-05-18|113.0|0|20.0|0|0.0|0
0|2020-05-19|113.0|0|20.0|0|0.0|0
0|2020-05-20|114.0|0|20.0|0|0.0|0
0|2020-05-21|117.0|0|20.0|0|0.0|0
0|2020-05-22|118.0|0|20.0|0|0.0|0
0|2020-05-23|118.0|0|20.0|0|0.0|0
