|dates|Gaines_Texas_UnitedStates.JHU_ConfirmedCases.data|Gaines_Texas_UnitedStates.JHU_ConfirmedCases.missing|Gaines_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Gaines_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Gaines_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Gaines_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6.0|0|0.0|0|0.0|0
0|2020-05-25|6.0|0|0.0|0|0.0|0
0|2020-05-26|6.0|0|0.0|0|0.0|0
