|dates|Boyd_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Boyd_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Boyd_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Boyd_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Boyd_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Boyd_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6373.0|0|78.0|0|0.0|0
0|2020-05-25|6373.0|0|78.0|0|0.0|0
0|2020-05-26|6373.0|0|78.0|0|0.0|0
