|dates|OutofHI_Hawaii_UnitedStates.JHU_ConfirmedCases.data|OutofHI_Hawaii_UnitedStates.JHU_ConfirmedCases.missing|OutofHI_Hawaii_UnitedStates.JHU_ConfirmedDeaths.data|OutofHI_Hawaii_UnitedStates.JHU_ConfirmedDeaths.missing|OutofHI_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.data|OutofHI_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|10.0|0|0.0|0|0.0|0
0|2020-05-25|10.0|0|0.0|0|0.0|0
0|2020-05-26|10.0|0|0.0|0|0.0|0
