|dates|Winn_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Winn_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Winn_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Winn_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Winn_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Winn_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|112.0|0|2.0|0|0.0|0
0|2020-05-25|126.0|0|2.0|0|0.0|0
0|2020-05-26|126.0|0|2.0|0|0.0|0
