|dates|Saline_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Saline_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Saline_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Saline_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Saline_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Saline_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|469.0|0|1.0|0|0.0|0
0|2020-05-25|482.0|0|1.0|0|0.0|0
0|2020-05-26|482.0|0|1.0|0|0.0|0
