|dates|Caroline_Virginia_UnitedStates.JHU_ConfirmedCases.data|Caroline_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Caroline_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Caroline_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Caroline_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Caroline_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|47.0|0|2.0|0|0.0|0
0|2020-05-25|49.0|0|2.0|0|0.0|0
0|2020-05-26|49.0|0|2.0|0|0.0|0
