|dates|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|95.0|0|16.0|0|0.0|0
0|2020-05-18|95.0|0|16.0|0|0.0|0
0|2020-05-19|96.0|0|16.0|0|0.0|0
0|2020-05-20|96.0|0|16.0|0|0.0|0
0|2020-05-21|97.0|0|16.0|0|0.0|0
0|2020-05-22|97.0|0|16.0|0|0.0|0
0|2020-05-23|97.0|0|16.0|0|0.0|0
