|dates|Hanover_Virginia_UnitedStates.JHU_ConfirmedCases.data|Hanover_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Hanover_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Hanover_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Hanover_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Hanover_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|220.0|0|19.0|0|0.0|0
0|2020-05-18|225.0|0|19.0|0|0.0|0
0|2020-05-19|232.0|0|19.0|0|0.0|0
0|2020-05-20|238.0|0|19.0|0|0.0|0
0|2020-05-21|244.0|0|19.0|0|0.0|0
0|2020-05-22|246.0|0|19.0|0|0.0|0
0|2020-05-23|246.0|0|19.0|0|0.0|0
