|dates|Manatee_Florida_UnitedStates.JHU_ConfirmedCases.data|Manatee_Florida_UnitedStates.JHU_ConfirmedCases.missing|Manatee_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Manatee_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Manatee_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Manatee_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|813.0|0|78.0|0|0.0|0
0|2020-05-15|826.0|0|79.0|0|0.0|0
0|2020-05-16|826.0|0|79.0|0|0.0|0
