|dates|Mobile_Alabama_UnitedStates.JHU_ConfirmedCases.data|Mobile_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Mobile_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Mobile_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Mobile_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Mobile_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1608.0|0|98.0|0|0.0|0
0|2020-05-15|1653.0|0|100.0|0|0.0|0
0|2020-05-16|1653.0|0|100.0|0|0.0|0
