|dates|Piatt_Illinois_UnitedStates.JHU_ConfirmedCases.data|Piatt_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Piatt_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Piatt_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Piatt_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Piatt_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|12.0|0|0.0|0|0.0|0
0|2020-05-28|12.0|0|0.0|0|0.0|0
0|2020-05-29|12.0|0|0.0|0|0.0|0
0|2020-05-30|12.0|0|0.0|0|0.0|0
