|dates|Larimer_Colorado_UnitedStates.JHU_ConfirmedCases.data|Larimer_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Larimer_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Larimer_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Larimer_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Larimer_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|489.0|0|21.0|0|0.0|0
0|2020-05-18|495.0|0|21.0|0|0.0|0
0|2020-05-19|508.0|0|21.0|0|0.0|0
0|2020-05-20|512.0|0|21.0|0|0.0|0
0|2020-05-21|517.0|0|21.0|0|0.0|0
0|2020-05-22|520.0|0|21.0|0|0.0|0
0|2020-05-23|520.0|0|21.0|0|0.0|0
