|dates|Washington_Missouri_UnitedStates.JHU_ConfirmedCases.data|Washington_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Washington_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|9.0|0|1.0|0|0.0|0
0|2020-05-18|9.0|0|1.0|0|0.0|0
0|2020-05-19|9.0|0|1.0|0|0.0|0
0|2020-05-20|9.0|0|1.0|0|0.0|0
0|2020-05-21|10.0|0|1.0|0|0.0|0
0|2020-05-22|10.0|0|1.0|0|0.0|0
0|2020-05-23|10.0|0|1.0|0|0.0|0
